报告期,报表核心指标,*所有者权益（或股东权益）合计,*资产合计,*负债合计,*归属于母公司所有者权益合计,报表全部指标,资产,现金及存放中央银行款项,存放同业款项,贵金属,拆出资金,交易性金融资产,衍生金融资产,买入返售金融资产,应收利息,发放贷款及垫款,可供出售金融资产,持有至到期投资,应收款项类投资,长期股权投资,投资性房地产,固定资产,无形资产,商誉,递延所得税资产,其他资产,资产合计,负债,向中央银行借款,同业及其他金融机构存放款项,拆入资金,以公允价值计量且其变动计入当期损益的金融负债,衍生金融负债,卖出回购金融资产款,吸收存款,应付职工薪酬,应交税费,应付利息,预计负债,应付债券,递延所得税负债,其他负债,负债合计,所有者权益（或股东权益,实收资本（或股本）,资本公积,其他综合收益,其他权益工具,其中：优先股,盈余公积,一般风险准备,未分配利润,外币报表折算差额,归属于母公司所有者权益合计,少数股东权益,所有者权益（或股东权益）合计,负债和所有者权益总计
2011-06-30,,381.52亿,8520.57亿,8139.05亿,381.52亿,,,954.92亿,190.53亿,2000.00,88.78亿,11.58亿,4.52亿,1101.33亿,30.11亿,4409.91亿,369.83亿,783.45亿,210.02亿,4.07亿,5.40亿,23.59亿,1.86亿,False,20.71亿,26.77亿,8520.57亿,,15.24亿,1207.91亿,53.36亿,False,3.64亿,149.89亿,6324.97亿,18.57亿,13.85亿,46.42亿,2050.80万,131.25亿,1.15亿,47.40亿,8139.05亿,,34.85亿,133.05亿,False,False,False,19.12亿,59.78亿,134.73亿,False,381.52亿,False,381.52亿,8520.57亿
2011-03-31,,359.50亿,8075.63亿,7716.13亿,359.50亿,,,793.35亿,151.86亿,2000.00,71.42亿,20.20亿,4.65亿,1369.33亿,28.77亿,4156.96亿,332.40亿,704.13亿,175.02亿,4.04亿,5.53亿,23.94亿,1.89亿,False,18.34亿,19.36亿,8075.63亿,,30.99亿,1403.28亿,48.63亿,False,3.77亿,132.48亿,5827.16亿,13.57亿,13.15亿,38.90亿,666.10万,94.74亿,1.17亿,32.81亿,7716.13亿,,34.85亿,134.32亿,False,False,False,19.12亿,59.78亿,111.43亿,False,359.50亿,False,359.50亿,8075.63亿
2010-12-31,,335.13亿,7276.10亿,6940.97亿,335.13亿,,,765.87亿,85.24亿,2000.00,84.76亿,False,3.72亿,982.63亿,21.21亿,4009.66亿,315.34亿,613.80亿,185.02亿,4.04亿,5.40亿,24.70亿,1.92亿,False,19.55亿,15.97亿,7276.10亿,,22.38亿,823.70亿,62.00亿,False,3.12亿,175.89亿,5629.12亿,18.79亿,11.25亿,39.20亿,304.70万,94.69亿,1.03亿,8.56亿,6940.97亿,,34.85亿,133.97亿,False,False,False,19.12亿,59.78亿,87.41亿,False,335.13亿,False,335.13亿,7276.10亿
2010-09-30,,321.44亿,6750.64亿,6429.20亿,321.44亿,,,666.31亿,98.62亿,78.60万,78.10亿,5.54亿,3.20亿,736.15亿,22.43亿,3926.21亿,399.98亿,446.72亿,False,3.84亿,5.30亿,24.04亿,1.65亿,False,17.59亿,14.99亿,6750.64亿,,20.99亿,629.99亿,117.03亿,False,2.66亿,103.54亿,5366.82亿,16.28亿,8.22亿,35.49亿,171.30万,94.68亿,1.14亿,17.50亿,6429.20亿,,34.85亿,135.78亿,False,False,False,12.84亿,46.76亿,91.21亿,False,321.44亿,False,321.44亿,6750.64亿
2010-06-30,,304.21亿,6243.98亿,5939.77亿,304.21亿,,,615.05亿,88.45亿,222.70万,53.19亿,5.43亿,2.02亿,549.62亿,20.06亿,3684.88亿,410.59亿,374.96亿,275.92亿,3.84亿,5.50亿,21.34亿,1.60亿,False,17.68亿,15.11亿,6243.98亿,,12.04亿,481.40亿,49.78亿,False,1.57亿,153.02亿,5059.88亿,14.15亿,6.46亿,28.31亿,337.00万,94.66亿,1.02亿,16.45亿,5939.77亿,,34.85亿,135.56亿,False,False,False,12.84亿,46.76亿,74.20亿,False,304.21亿,False,304.21亿,6243.98亿
2010-03-31,,221.10亿,6199.28亿,5978.18亿,221.10亿,,,564.88亿,112.43亿,294.60万,50.16亿,13.52亿,1.11亿,572.09亿,19.57亿,3676.04亿,383.09亿,362.30亿,False,3.64亿,5.37亿,19.19亿,1.47亿,False,15.33亿,19.06亿,6199.28亿,,False,907.22亿,90.00亿,False,4285.20万,123.68亿,4676.15亿,10.73亿,7.30亿,26.25亿,337.00万,94.66亿,1.23亿,26.32亿,5978.18亿,,31.05亿,70.79亿,False,False,False,12.84亿,46.76亿,59.65亿,False,221.10亿,False,221.10亿,6199.28亿
2009-12-31,,204.70亿,5878.11亿,5673.41亿,204.70亿,,,542.44亿,155.93亿,330.20万,53.61亿,11.32亿,9999.60万,409.23亿,16.26亿,3555.63亿,369.98亿,345.85亿,304.27亿,3.93亿,5.24亿,17.14亿,1.57亿,False,15.83亿,21.03亿,5878.11亿,,False,741.40亿,75.70亿,False,2154.00万,137.33亿,4546.35亿,16.82亿,6.52亿,26.82亿,335.80万,94.63亿,9452.50万,18.14亿,5673.41亿,,31.05亿,70.17亿,False,False,False,12.84亿,46.76亿,43.87亿,False,204.70亿,False,204.70亿,5878.11亿
2009-09-30,,190.88亿,5542.65亿,5351.76亿,190.88亿,,,454.29亿,178.14亿,469.40万,84.17亿,14.08亿,1.74亿,360.27亿,16.61亿,3568.99亿,340.03亿,271.50亿,139.50亿,3.97亿,4.54亿,17.89亿,1.18亿,False,17.07亿,21.73亿,5542.65亿,,False,705.95亿,85.70亿,False,2304.20万,157.47亿,4238.86亿,12.92亿,6.75亿,25.21亿,338.10万,94.60亿,1.05亿,18.41亿,5351.76亿,,31.05亿,70.29亿,False,False,False,7.81亿,35.83亿,45.90亿,False,190.88亿,False,190.88亿,5542.65亿
2009-06-30,,179.87亿,5412.26亿,5232.38亿,179.87亿,,,422.28亿,208.13亿,534.20万,79.98亿,17.85亿,1.62亿,379.58亿,17.11亿,3390.57亿,410.16亿,242.93亿,139.50亿,3.97亿,4.15亿,16.61亿,1.09亿,False,16.49亿,31.06亿,5412.26亿,,False,427.80亿,141.71亿,531.30万,3132.00万,333.30亿,4165.72亿,12.15亿,6.96亿,24.56亿,446.30万,94.59亿,1.67亿,21.46亿,5232.38亿,,31.05亿,72.54亿,False,False,False,7.81亿,35.83亿,32.64亿,False,179.87亿,False,179.87亿,5412.26亿
2009-03-31,,170.72亿,5218.79亿,5048.07亿,170.72亿,,,395.45亿,328.11亿,708.00万,98.37亿,13.64亿,2.00亿,324.75亿,19.46亿,3168.75亿,463.23亿,192.19亿,138.50亿,4.02亿,3.98亿,16.62亿,1.09亿,False,17.38亿,17.53亿,5218.79亿,,False,380.39亿,195.52亿,3963.60万,3604.50万,313.87亿,4006.59亿,9.84亿,11.15亿,25.52亿,889.10万,79.69亿,2.41亿,21.82亿,5048.07亿,,31.05亿,75.28亿,False,False,False,7.81亿,35.83亿,20.74亿,False,170.72亿,False,170.72亿,5218.79亿
2008-12-31,,164.01亿,4744.40亿,4580.39亿,164.01亿,,,397.68亿,215.01亿,922.50万,92.37亿,4144.10万,2.91亿,347.33亿,16.06亿,2817.15亿,488.00亿,155.85亿,137.50亿,4.17亿,4.12亿,16.75亿,1.14亿,False,18.12亿,16.16亿,4744.40亿,,False,360.63亿,73.80亿,3942.00万,5859.80万,389.16亿,3605.14亿,12.47亿,11.98亿,29.63亿,2580.90万,79.64亿,3.42亿,8.20亿,4580.39亿,,31.05亿,79.79亿,False,False,False,7.81亿,35.83亿,9.52亿,False,164.01亿,False,164.01亿,4744.40亿
2008-09-30,,183.75亿,4414.54亿,4230.80亿,183.75亿,,,459.83亿,45.26亿,2196.40万,58.79亿,14.04亿,1.95亿,439.07亿,14.85亿,2530.76亿,480.09亿,153.94亿,137.50亿,3.90亿,4.36亿,15.11亿,7053.20万,False,6.70亿,22.46亿,4414.54亿,,False,413.18亿,30.80亿,3920.70万,7831.80万,157.47亿,3483.80亿,10.18亿,9.45亿,29.39亿,5236.10万,64.71亿,1.65亿,18.01亿,4230.80亿,,23.89亿,71.70亿,False,False,False,9.34亿,33.24亿,45.58亿,False,183.75亿,False,183.75亿,4414.54亿
2008-06-30,,169.43亿,4418.23亿,4248.80亿,169.43亿,,,479.04亿,58.77亿,4483.00万,97.26亿,15.97亿,2.79亿,591.91亿,15.10亿,2402.33亿,368.58亿,162.71亿,136.50亿,4.64亿,4.39亿,14.94亿,6533.30万,False,6.73亿,29.56亿,4418.23亿,,False,524.22亿,13.00亿,5.45亿,2.00亿,111.88亿,3431.40亿,9.40亿,6.93亿,26.76亿,6082.10万,64.70亿,2.11亿,32.75亿,4248.80亿,,23.89亿,69.12亿,False,False,False,9.34亿,33.24亿,33.85亿,False,169.43亿,False,169.43亿,4418.23亿
2008-03-31,,140.41亿,4094.74亿,3954.33亿,140.41亿,,,485.88亿,32.26亿,6367.40万,55.68亿,14.44亿,3.74亿,637.48亿,14.50亿,2278.71亿,232.86亿,159.96亿,134.50亿,2.72亿,4.45亿,15.10亿,6507.10万,False,6.78亿,14.38亿,4094.74亿,,False,488.93亿,41.38亿,5.42亿,3.39亿,155.31亿,3135.13亿,7.34亿,4.43亿,19.61亿,7744.70万,64.82亿,2.28亿,25.52亿,3954.33亿,,22.93亿,52.45亿,False,False,False,7.19亿,27.16亿,30.68亿,False,140.41亿,False,140.41亿,4094.74亿
2007-12-31,,130.06亿,3525.39亿,3395.33亿,130.06亿,,,407.26亿,40.14亿,820.00万,26.43亿,14.78亿,2.92亿,337.69亿,11.26亿,2150.12亿,178.51亿,159.11亿,134.50亿,2.52亿,4.41亿,15.54亿,6772.50万,False,9.94亿,21.72亿,3525.39亿,,False,323.89亿,23.00亿,12.47亿,2.55亿,164.68亿,2812.77亿,9.25亿,8.20亿,17.28亿,7744.70万,False,9854.40万,16.09亿,3395.33亿,,22.93亿,52.14亿,False,False,False,7.19亿,27.16亿,20.64亿,False,130.06亿,False,130.06亿,3525.39亿
2007-09-30,,83.64亿,3405.27亿,3321.63亿,83.64亿,,,322.24亿,40.21亿,250.10万,48.16亿,15.47亿,1.59亿,392.27亿,8.60亿,2072.27亿,202.97亿,160.00亿,95.00亿,2.52亿,4.80亿,15.06亿,4104.40万,False,8.66亿,15.01亿,3405.27亿,,False,258.53亿,21.09亿,12.71亿,1.57亿,99.94亿,2879.41亿,7.27亿,5.45亿,16.23亿,7030.30万,False,1.60亿,17.12亿,3321.63亿,,20.87亿,15.54亿,False,False,False,5.67亿,25.80亿,15.76亿,False,83.64亿,False,83.64亿,3405.27亿
2007-06-30,,76.98亿,3140.56亿,3063.58亿,76.98亿,,,274.91亿,45.92亿,2185.10万,27.34亿,18.73亿,9253.20万,330.22亿,7.51亿,2003.81亿,206.16亿,158.19亿,20.00亿,2.52亿,4.61亿,15.25亿,2973.20万,False,8.90亿,15.04亿,3140.56亿,,8641.00万,244.34亿,21.75亿,12.85亿,1.04亿,71.55亿,2664.66亿,6.30亿,4.53亿,13.81亿,6966.70万,False,2.05亿,19.13亿,3063.58亿,,20.87亿,16.39亿,False,False,False,5.67亿,25.80亿,8.27亿,False,76.98亿,False,76.98亿,3140.56亿
2007-03-31,,71.06亿,2876.59亿,2805.53亿,71.06亿,,,236.53亿,21.26亿,False,71.73亿,21.71亿,4010.20万,222.31亿,8.30亿,1853.02亿,213.04亿,174.73亿,False,2.03亿,4.41亿,16.81亿,2478.30万,False,9.71亿,20.33亿,2876.59亿,,False,250.74亿,5154.10万,16.21亿,3222.70万,37.80亿,2443.77亿,4.56亿,5.73亿,10.79亿,5544.90万,False,2.31亿,32.23亿,2805.53亿,,19.46亿,16.22亿,False,False,False,4.54亿,16.80亿,14.04亿,False,71.06亿,False,71.06亿,2876.59亿
2006-12-31,,65.97亿,2607.61亿,2541.64亿,65.97亿,,,262.88亿,30.81亿,False,33.69亿,4.27亿,2276.30万,112.72亿,6.76亿,1752.45亿,180.52亿,175.48亿,False,2.48亿,4.61亿,15.43亿,2656.80万,False,10.16亿,14.86亿,2607.61亿,,False,170.69亿,False,4.84亿,2811.50万,7.41亿,2322.06亿,6.15亿,5.04亿,9.43亿,5544.90万,False,2.63亿,12.56亿,2541.64亿,,19.46亿,16.49亿,False,False,False,4.54亿,16.80亿,8.69亿,False,65.97亿,False,65.97亿,2607.61亿
2006-09-30,,60.54亿,2462.30亿,2401.76亿,60.54亿,,,196.27亿,35.38亿,False,47.47亿,5.36亿,152.54万,59.64亿,False,1688.47亿,193.83亿,179.29亿,False,False,False,19.72亿,3959.10万,False,9.32亿,False,2462.30亿,,False,135.58亿,1810.00万,5.13亿,1463.04万,12.41亿,2200.14亿,False,4.37亿,False,5544.85万,False,2.46亿,False,2401.76亿,,19.46亿,16.83亿,False,False,False,3.23亿,4.80亿,16.65亿,-4260.07万,60.54亿,False,60.54亿,2462.30亿
