报告期,报表核心指标,*现金及现金等价物净增加额,*经营活动产生的现金流量净额,*投资活动产生的现金流量净额,*筹资活动产生的现金流量净额,*期末现金及现金等价物余额,报表全部指标,一、经营活动产生的现金流量,客户存款和同业存放款项净增加额,向中央银行借款净增加额,向其他金融机构拆入资金净增加额,收取利息、手续费及佣金的现金,收到其他与经营活动有关的现金,经营活动现金流入小计,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,支付利息、手续费及佣金的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,二、投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产收回的现金净额,投资活动现金流入小计,投资支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,支付其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,三、筹资活动产生的现金流量,发行债券收到的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息支付的现金,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,四、汇率变动对现金及现金等价物的影响,五、现金及现金等价物净增加额,加：期初现金及现金等价物余额,六、期末现金及现金等价物余额,补充资料：,1、将净利润调节为经营活动现金流量：,净利润,加：资产减值准备,固定资产折旧、油气资产折耗、生产性生物资产折旧,无形资产摊销,长期待摊费用摊销,处置固定资产、无形资产和其他长期资产的损失,固定资产报废损失,公允价值变动损失,财务费用,投资损失,递延所得税资产减少,递延所得税负债增加,存货的减少,经营性应收项目的减少,经营性应付项目的增加,其他,待摊费用减少,预提费用增加,间接法-经营活动产生的现金流量净额,2、不涉及现金收支的重大投资和筹资活动：,3、现金及现金等价物净变动情况：,现金的期末余额,减：现金的期初余额,加：现金等价物的期末余额,减：现金等价物的期初余额,间接法-现金及现金等价物净增加额
2008-03-31,,42.39亿,38.26亿,-60.68亿,64.81亿,347.94亿,,,487.40亿,False,14.97亿,59.40亿,18.91亿,580.69亿,124.48亿,28.35亿,30.54亿,8.80亿,5.94亿,5.93亿,542.43亿,38.26亿,,55.70亿,1.71亿,180.40万,57.43亿,117.61亿,4868.20万,False,118.10亿,-60.68亿,,64.81亿,64.81亿,False,False,False,False,64.81亿,False,42.39亿,305.55亿,347.94亿,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False
2007-12-31,,84.22亿,170.52亿,-117.32亿,31.02亿,305.55亿,,,643.90亿,False,False,166.86亿,12.16亿,1003.19亿,420.84亿,155.82亿,78.00亿,18.20亿,17.85亿,21.11亿,832.67亿,170.52亿,,1113.71亿,6.81亿,1.28亿,1121.80亿,1235.40亿,3.72亿,False,1239.12亿,-117.32亿,,False,31.36亿,False,2085.80万,False,3397.80万,31.02亿,False,84.22亿,221.33亿,305.55亿,,,26.50亿,20.54亿,2.07亿,1427.50万,7140.40万,-1470.00万,False,-5764.10万,False,-14.84亿,3294.10万,-1.52亿,False,-713.12亿,855.03亿,False,False,False,170.52亿,,,10.62亿,9.09亿,294.93亿,212.24亿,84.22亿
2007-09-30,,110.92亿,205.84亿,-94.79亿,-1266.60万,332.26亿,,,645.19亿,False,21.09亿,113.69亿,98.63亿,878.60亿,329.69亿,99.84亿,48.11亿,12.93亿,14.23亿,139.99亿,672.76亿,205.84亿,,722.26亿,8.74亿,2.63亿,733.63亿,822.05亿,6.37亿,False,828.42亿,-94.79亿,,False,False,False,1266.60万,False,1266.60万,-1266.60万,False,110.92亿,221.33亿,332.26亿,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False
2007-06-30,,105.85亿,131.71亿,-25.73亿,-1264.10万,327.18亿,,,416.25亿,8641.00万,21.75亿,70.04亿,2.19亿,575.23亿,259.57亿,63.30亿,28.02亿,9.23亿,9.17亿,1.21亿,443.53亿,131.71亿,,566.00亿,5.47亿,False,571.64亿,596.40亿,9704.50万,False,597.37亿,-25.73亿,,False,False,False,1264.10万,False,1264.10万,-1264.10万,False,105.85亿,221.33亿,327.18亿,,,11.24亿,9.97亿,1.03亿,614.60万,3728.50万,29.40万,False,-1299.30万,False,False,1.24亿,-5542.40万,False,-396.65亿,513.60亿,False,False,False,131.71亿,,,8.44亿,9.09亿,318.74亿,212.24亿,105.85亿
2007-03-31,,4684.80万,37.19亿,-36.73亿,False,180.54亿,,,201.75亿,36.39亿,5154.10万,31.46亿,50.91亿,321.02亿,104.68亿,False,13.03亿,6.09亿,3.45亿,118.70亿,283.83亿,37.19亿,,265.43亿,1.46亿,6729.90万,267.57亿,296.83亿,7.46亿,False,304.29亿,-36.73亿,,False,False,False,False,False,False,False,False,4684.80万,180.08亿,180.54亿,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False
2006-12-31,,26.85亿,115.06亿,-88.19亿,-122.70万,221.33亿,,,369.91亿,False,False,109.89亿,3.04亿,494.16亿,271.63亿,26.75亿,50.23亿,12.67亿,11.70亿,6.11亿,379.10亿,115.06亿,,500.23亿,7.35亿,3.64亿,511.22亿,597.22亿,2.19亿,False,599.41亿,-88.19亿,,False,False,False,122.70万,False,122.70万,-122.70万,False,26.85亿,194.48亿,221.33亿,,,14.12亿,19.86亿,1.98亿,3356.70万,False,-5992.80万,False,-1.14亿,False,False,177.90万,False,False,-268.58亿,363.29亿,False,False,False,115.06亿,,,9.09亿,7.88亿,212.24亿,186.60亿,26.85亿
2006-09-30,,-21.35亿,62.54亿,-83.61亿,False,173.13亿,,,212.87亿,False,False,75.05亿,19.62亿,308.44亿,199.51亿,4.69亿,36.20亿,8.72亿,False,17.85亿,245.90亿,62.54亿,,False,False,3.05亿,15.89亿,False,6356.87万,-1.51亿,99.51亿,-83.61亿,,False,False,False,False,False,False,False,-2672.47万,-21.35亿,False,173.13亿,,,8.90亿,4.86亿,2.21亿,1516.71万,1323.99万,-5661.13万,False,-269.47万,False,-6.91亿,False,False,False,-174.78亿,227.74亿,False,-1784.05万,3294.29万,61.67亿,,,9.67亿,7.88亿,163.47亿,186.60亿,-21.35亿
2006-06-30,,-65.19亿,12.64亿,-77.71亿,False,191.13亿,,,83.15亿,False,False,48.19亿,115.33亿,246.67亿,200.67亿,-8.89亿,False,5.79亿,7.43亿,7.57亿,234.03亿,12.64亿,,404.72亿,3.30亿,False,411.13亿,487.86亿,9769.40万,False,488.84亿,-77.71亿,,False,False,False,False,False,False,False,-1297.60万,-65.19亿,256.32亿,191.13亿,,,5.18亿,9.51亿,1.12亿,1137.70万,3796.90万,-5637.70万,False,-3530.90万,False,-4.52亿,1852.80万,-3066.50万,False,-196.79亿,198.69亿,False,False,False,12.64亿,,,6.89亿,7.88亿,184.24亿,248.44亿,-65.19亿
2006-03-31,,8.17亿,136.63亿,-128.45亿,False,False,,,False,False,False,False,5.48亿,144.78亿,False,False,False,3.04亿,1.70亿,3.46亿,8.15亿,136.63亿,,209.46亿,False,False,211.19亿,339.28亿,3625.50万,False,339.64亿,-128.45亿,,False,False,False,False,False,False,False,55.89万,8.17亿,False,False,,,2.21亿,False,7378.19万,707.90万,386.64万,False,False,False,False,-1.76亿,False,False,False,31.31亿,100.65亿,72.62万,False,False,136.63亿,,,8.10亿,7.88亿,194.55亿,186.60亿,8.17亿
2005-12-31,,38.19亿,-42.86亿,81.47亿,-13.06万,194.48亿,,,367.51亿,False,False,79.70亿,16.96亿,490.86亿,307.06亿,22.95亿,False,10.41亿,8.49亿,17.67亿,533.72亿,-42.86亿,,False,False,False,96.43亿,False,8.73亿,False,14.96亿,81.47亿,,False,False,False,False,False,13.06万,-13.06万,-4255.77万,38.19亿,156.29亿,194.48亿,,,3.11亿,11.97亿,3.30亿,3158.11万,1961.72万,False,False,-231.90万,False,-8.96亿,-2.49亿,3682.71万,False,-308.15亿,257.09亿,3980.26万,False,False,-42.86亿,,,122.16亿,95.26亿,72.31亿,61.03亿,38.19亿
2005-09-30,,16.92亿,-39.63亿,57.04亿,-13.06万,False,,,False,False,False,False,11.52亿,324.90亿,False,False,False,7.39亿,7.01亿,11.47亿,364.53亿,-39.63亿,,648.08亿,False,False,654.13亿,596.09亿,9973.54万,False,597.09亿,57.04亿,,False,False,False,13.06万,False,13.06万,-13.06万,-3611.93万,16.92亿,False,False,,,3.66亿,False,2.49亿,2365.54万,1297.63万,False,False,False,False,-6.35亿,False,False,False,-210.43亿,158.64亿,1139.37万,False,False,-39.63亿,,,8.83亿,7.03亿,164.38亿,149.26亿,16.92亿
2005-06-30,,39.64亿,-13.61亿,53.46亿,-8.70万,False,,,False,False,False,False,13.02亿,170.60亿,False,False,False,4.93亿,5.71亿,4.44亿,184.21亿,-13.61亿,,467.85亿,False,False,471.73亿,417.64亿,6261.79万,False,418.27亿,53.46亿,,False,False,False,8.70万,False,8.70万,-8.70万,False,39.64亿,False,False,,,2.07亿,False,1.67亿,1589.81万,996.39万,False,False,False,False,-4.19亿,False,False,False,-81.10亿,60.34亿,False,False,False,-13.61亿,,,7.04亿,7.03亿,188.88亿,149.26亿,39.64亿
2005-03-31,,5489.57万,-19.11亿,19.66亿,-8.70万,False,,,False,False,False,False,10.62亿,9.85亿,False,False,False,2.26亿,2.19亿,2.22亿,28.96亿,-19.11亿,,118.78亿,False,55.13万,123.41亿,101.86亿,1.89亿,False,103.75亿,19.66亿,,False,False,False,8.70万,False,8.70万,-8.70万,False,5489.57万,False,False,,,1.85亿,False,7587.92万,790.44万,False,3.83万,False,False,False,-1.99亿,False,False,False,8.53亿,-32.44亿,False,False,False,-19.11亿,,,7.58亿,7.03亿,156.90亿,156.90亿,5489.57万
2004-12-31,,-34.77亿,70.46亿,-104.88亿,-3870.16万,False,,,False,False,False,False,7.33亿,302.56亿,False,False,False,8.64亿,5.26亿,27.90亿,232.10亿,70.46亿,,222.62亿,False,5817.20万,290.52亿,392.94亿,2.46亿,False,395.39亿,-104.88亿,,False,False,False,3870.16万,False,3870.16万,-3870.16万,-1000.00,-34.77亿,False,False,,,2.90亿,False,2.91亿,3467.60万,2401.20万,-265.94万,-2.17万,False,False,-7.02亿,False,False,False,-43.53亿,96.76亿,-389.39万,False,False,70.46亿,,,7.03亿,5.90亿,149.26亿,185.16亿,-34.77亿
2004-09-30,,-87.09亿,-41.32亿,-45.40亿,-3785.83万,False,,,False,False,False,False,16.48亿,185.48亿,False,False,False,6.52亿,3.84亿,8.38亿,226.80亿,-41.32亿,,238.19亿,False,3894.84万,243.37亿,287.04亿,1.72亿,False,288.76亿,-45.40亿,,False,False,False,3785.83万,False,3785.83万,-3785.83万,-500.00,-87.09亿,False,False,,,4.07亿,False,2.15亿,2440.27万,False,-354.72万,False,False,False,-5.13亿,False,False,False,-110.68亿,56.47亿,False,False,False,-41.32亿,,,7.34亿,5.90亿,96.63亿,185.16亿,-87.09亿
2004-06-30,,-57.87亿,-28.89亿,-28.91亿,-662.96万,False,,,False,False,False,False,11.47亿,176.24亿,False,False,False,4.45亿,3.21亿,5.01亿,205.14亿,-28.89亿,,159.65亿,False,3894.84万,163.21亿,190.79亿,1.34亿,False,192.13亿,-28.91亿,,False,False,False,662.96万,False,662.96万,-662.96万,-500.00,-57.87亿,False,False,,,2.86亿,False,1.45亿,1608.96万,False,-354.72万,False,False,False,-3.52亿,False,False,False,-138.93亿,100.56亿,False,False,False,-28.89亿,,,6.09亿,5.90亿,127.09亿,185.16亿,-57.87亿
2004-03-31,,2.87亿,31.03亿,-28.08亿,-662.96万,False,,,False,False,False,False,11.37亿,233.12亿,False,False,False,2.54亿,3762.10万,4.71亿,202.09亿,31.03亿,,23.37亿,False,8354.56万,24.95亿,51.35亿,1.68亿,False,53.04亿,-28.08亿,,False,False,False,662.96万,False,662.96万,-662.96万,-99.87万,2.87亿,False,False,,,2.14亿,False,7527.60万,818.78万,False,5.69万,False,False,False,-1.56亿,False,False,False,-169.86亿,195.20亿,False,False,False,31.03亿,,,6.99亿,5.90亿,186.94亿,185.16亿,2.87亿
2003-12-31,,-42.93亿,-16.69亿,-23.57亿,-2.68亿,False,,,False,False,False,False,2.90亿,486.60亿,False,False,False,8.07亿,3.86亿,8.55亿,503.29亿,-16.69亿,,402.27亿,False,960.43万,409.57亿,428.27亿,4.86亿,False,433.13亿,-23.57亿,,False,False,False,2.68亿,False,2.68亿,-2.68亿,-1600.00,-42.93亿,False,False,,,4.25亿,False,2.75亿,2780.97万,False,65.65万,False,False,False,-3.68亿,False,False,False,-296.51亿,266.24亿,False,False,False,-16.69亿,,,5.90亿,5.15亿,185.16亿,228.84亿,-42.93亿
2003-09-30,,-87.90亿,-73.52亿,-12.44亿,-1.95亿,False,,,False,False,False,False,11.29亿,439.80亿,False,False,False,6.24亿,4.17亿,8.61亿,513.32亿,-73.52亿,,39.22亿,False,715.72万,44.79亿,55.08亿,2.16亿,False,57.24亿,-12.44亿,,False,False,False,1.95亿,False,1.95亿,-1.95亿,199.97万,-87.90亿,False,False,,,3.15亿,False,1.67亿,1701.89万,False,84.63万,4.34万,False,False,-4.76亿,False,False,False,-351.27亿,271.08亿,962.09万,False,False,-73.52亿,,,5.71亿,5.15亿,140.39亿,228.84亿,-87.90亿
2003-06-30,,-59.28亿,-38.78亿,-20.49亿,-64.92万,False,,,False,False,False,False,18.58亿,215.29亿,False,False,False,4.61亿,3.42亿,5.13亿,254.08亿,-38.78亿,,39.22亿,False,716.20万,43.21亿,62.50亿,1.20亿,False,63.70亿,-20.49亿,,False,False,False,64.92万,False,64.92万,-64.92万,300.00,-59.28亿,False,False,,,2.70亿,False,1.25亿,976.83万,False,86.37万,2.13万,False,False,-3.18亿,False,False,False,-134.14亿,90.16亿,814.73万,False,False,-38.78亿,,,5.03亿,5.15亿,169.69亿,228.84亿,-59.28亿
2003-03-31,,-96.61亿,-89.15亿,-7.45亿,-47.84万,False,,,False,False,False,False,13.17亿,-22.81亿,False,False,False,2.09亿,1.58亿,5.54亿,66.34亿,-89.15亿,,28.25亿,False,69.58万,29.63亿,36.04亿,1.05亿,False,37.08亿,-7.45亿,,False,False,False,47.84万,False,47.84万,-47.84万,-10.24万,-96.61亿,False,False,,,1.53亿,False,4662.88万,3.83万,False,4.37万,6100.00,False,False,-1.37亿,False,False,False,-53.22亿,-38.52亿,False,False,False,-89.15亿,,,5.20亿,5.15亿,132.18亿,228.84亿,-96.61亿
2002-12-31,,14.48亿,85.44亿,-68.20亿,-2.76亿,False,,,False,False,False,False,2.26亿,858.11亿,False,False,False,7.59亿,4.89亿,5.41亿,772.67亿,85.44亿,,108.21亿,False,2886.01万,114.05亿,176.30亿,5.95亿,False,182.25亿,-68.20亿,,False,False,False,2.76亿,False,2.76亿,-2.76亿,-1800.00,14.48亿,False,False,,,4.32亿,False,1.99亿,2182.48万,False,-67.11万,32.04万,False,False,-6.31亿,False,False,False,-384.35亿,458.83亿,False,False,False,85.44亿,,,5.15亿,3.79亿,228.84亿,215.72亿,14.48亿
2002-06-30,,-142.78亿,-103.75亿,-39.04亿,False,False,,,False,False,False,False,7.17亿,230.10亿,False,False,False,3.27亿,2.00亿,4.19亿,333.85亿,-103.75亿,,24.06亿,False,1631.50万,27.43亿,63.81亿,2.65亿,False,66.47亿,-39.04亿,,False,False,False,False,False,False,False,45.54万,-142.78亿,False,False,,,3.14亿,False,9958.87万,500.40万,5506.50万,-2.54万,-3.35亿,False,False,False,False,False,False,-251.27亿,142.48亿,False,False,False,-103.75亿,,,76.73亿,219.51亿,False,False,-142.78亿
2001-12-31,,87.87亿,146.42亿,-58.53亿,-141.07万,False,,,False,False,False,False,916.30万,561.02亿,False,False,False,4.95亿,2.98亿,4.96亿,414.59亿,146.42亿,,24.86亿,False,601.64万,29.34亿,80.88亿,7.00亿,False,87.88亿,-58.53亿,,False,False,False,141.07万,False,141.07万,-141.07万,-31.07万,87.87亿,False,False,,,4.02亿,False,1.67亿,673.41万,9729.99万,-75.29万,6.19万,False,False,-4.42亿,False,False,False,-395.79亿,536.35亿,2123.24万,False,False,146.42亿,,,219.51亿,131.64亿,False,False,87.87亿
2001-06-30,,6.46亿,12.30亿,-5.82亿,-141.07万,False,,,False,False,False,False,4.39亿,649.88亿,False,False,False,1.88亿,1.57亿,4.78亿,637.57亿,12.30亿,,15.75亿,False,8.22万,18.15亿,17.93亿,6.04亿,False,23.97亿,-5.82亿,,False,False,False,141.07万,False,141.07万,-141.07万,-8.90万,6.46亿,False,False,,,2.23亿,False,8127.73万,112.81万,False,2.43万,False,False,False,-1.99亿,False,False,False,-168.11亿,177.32亿,False,False,False,12.30亿,,,3.62亿,3.82亿,79.09亿,72.43亿,6.46亿
2000-12-31,,13.18亿,15.91亿,-31.00亿,28.27亿,False,,,False,False,False,False,4986.78万,806.88亿,False,False,False,3.61亿,2.34亿,5.07亿,790.97亿,15.91亿,,13.89亿,False,281.98万,16.59亿,41.83亿,5.77亿,False,47.59亿,-31.00亿,,False,31.52亿,False,2.64亿,False,3.25亿,28.27亿,-3.87万,13.18亿,False,False,,,5.07亿,False,1.40亿,False,False,1149.54万,False,False,False,-3.57亿,False,False,False,-188.86亿,199.85亿,False,False,False,15.91亿,,,3.82亿,8.23亿,72.43亿,54.84亿,13.18亿
2000-06-30,,-16.88亿,1.77亿,-17.32亿,-1.33亿,False,,,False,False,False,False,2301.55万,200.12亿,False,False,False,1.84亿,1.11亿,1.21亿,198.34亿,1.77亿,,1.84亿,False,238.76万,3.08亿,17.55亿,2.85亿,False,20.40亿,-17.32亿,,False,False,False,1.33亿,False,1.33亿,-1.33亿,-27.10万,-16.88亿,False,False,,,1.40亿,False,6705.32万,False,False,-206.32万,False,False,False,-1.55亿,False,False,False,-37.38亿,38.18亿,False,False,False,1.77亿,,,3.12亿,8.23亿,43.07亿,54.84亿,-16.88亿
1999-12-31,,26.35亿,46.00亿,-14.40亿,-5.24亿,False,,,False,False,False,False,7166.87万,331.19亿,False,False,False,1.92亿,2.66亿,6.56亿,285.19亿,46.00亿,,7.24亿,False,24.82万,7.82亿,18.78亿,3.45亿,False,22.23亿,-14.40亿,,False,False,False,5.24亿,False,5.24亿,-5.24亿,10.00万,26.35亿,False,False,,,2.24亿,False,1.23亿,False,False,228.00万,False,False,False,-2.50亿,False,False,False,-25.24亿,68.41亿,False,False,False,46.00亿,,,8.23亿,4.58亿,54.84亿,32.14亿,26.35亿
1999-06-30,,-19.76亿,-14.91亿,-4.60亿,-2566.22万,False,,,False,False,False,False,8379.54万,114.06亿,False,False,False,1.72亿,1.56亿,2.04亿,128.97亿,-14.91亿,,5102.28万,False,False,5121.43万,3.95亿,1.16亿,False,5.11亿,-4.60亿,,False,False,2483.85万,82.37万,False,2566.22万,-2566.22万,-8.54万,-19.76亿,False,False,,,2.41亿,False,6162.02万,False,2465.51万,False,12.58万,False,False,-1.09亿,False,False,1045.51万,-6.96亿,-10.32亿,False,False,False,-14.91亿,,,17.54亿,37.30亿,False,False,-19.76亿
