序号,交易日期,上证指数,上证指数涨跌幅,大宗交易成交总额,溢价成交总额,溢价成交总额占比,折价成交总额,折价成交总额占比
26,2026-03-19,4006.5523,-1.388932234148,1278388400.0,248045000.0,19.402945145622,778875600.0,60.926366353137
27,2026-03-18,4062.9844,0.322898748818,1208473100.0,23526600.0,1.946803780738,1056379400.0,87.414390936795
28,2026-03-17,4049.9073,-0.853863622421,1520738400.0,112264700.0,7.38224930731,856654400.0,56.331476866764
29,2026-03-16,4084.7858,-0.260354879325,2291568200.0,16946000.0,0.739493592205,1751211600.0,76.419789731765
30,2026-03-13,4095.4485,-0.815046349296,1297196400.0,77200000.0,5.951296195395,861815800.0,66.436801705586
31,2026-03-12,4129.1026,-0.104767632504,1383294600.0,2496800.0,0.18049662017,1357405300.0,98.128431933444
32,2026-03-11,4133.4331,0.249690890773,1578492080.0,59517600.0,3.77053523132,1306061380.0,82.741079068322
33,2026-03-10,4123.138,0.647748989449,1205674867.2,4579200.0,0.379803886153,966979567.2,80.202349199305
34,2026-03-09,4096.6023,-0.669020419505,742760896.68,2974700.0,0.40049227326,645591496.68,86.917808889196
35,2026-03-06,4124.194,0.380351592173,1125127900.0,6195600.0,0.550657396372,997137600.0,88.624377726301
36,2026-03-05,4108.567,0.63914675268,1237179920.0,8859100.0,0.716072081092,1100763620.0,88.973608624362
37,2026-03-04,4082.474,-0.975143329236,1421285900.0,0.0,0.0,1109914900.0,78.092303596342
38,2026-03-03,4122.676,-1.43248291388,2341431504.0,13637300.0,0.582434291872,813810904.0,34.75698104385
39,2026-03-02,4182.5909,0.473455706102,1524334500.0,8926000.0,0.585567013015,895752300.0,58.763499743659
40,2026-02-27,4162.8815,0.391894036583,2340060610.64,16023600.0,0.684751494348,1557932010.64,66.576566587902
41,2026-02-26,4146.6311,-0.014453018707,1399622800.0,21428600.0,1.531026788075,1291345600.0,92.263829940467
42,2026-02-25,4147.2305,0.724280748507,1424484200.0,8046600.0,0.564878150281,1367012000.0,95.965402775264
43,2026-02-24,4117.4089,0.86564604461,1101804000.0,0.0,0.0,1035335000.0,93.967257334335
44,2026-02-13,4082.0726,-1.256530632258,683218600.0,9792600.0,1.433304069883,637639500.0,93.328767688702
45,2026-02-12,4134.0178,0.049196693599,1387589100.0,88264400.0,6.360989719507,1292806700.0,93.16927467937
46,2026-02-11,4131.985,0.087489669962,1467576935.0,4530000.0,0.308672062906,1411306035.0,96.165727420621
47,2026-02-10,4128.3731,0.128141767083,1864761500.0,0.0,0.0,1701417600.0,91.240493757513
48,2026-02-09,4123.0897,1.414466125575,3479978716.0,310758000.0,8.929882202188,2926495816.0,84.095221690431
49,2026-02-06,4065.5834,-0.253520882799,1590128000.0,73965500.0,4.651543775092,1456026900.0,91.566647464858
50,2026-02-05,4075.9167,-0.640760742645,1688826200.0,16006000.0,0.947758863523,1148069900.0,67.980346349435
51,2026-02-04,4102.202,0.84725468669,1453274500.0,72054500.0,4.958079151599,1263690300.0,86.954687500538
52,2026-02-03,4067.7379,1.294690820118,2236308700.0,9736600.0,0.435387118066,1923927500.0,86.031391819922
53,2026-02-02,4015.7464,-2.481847996317,897281999.12,602000.0,0.0670915053,491865899.12,54.817314913527
54,2026-01-30,4117.9476,-0.962891997313,1632472700.0,26915900.0,1.6487810179,1210440600.0,74.147677936666
55,2026-01-29,4157.9845,0.162522609521,1023497845.0,16940000.0,1.655108516618,919422800.0,89.831434867359
56,2026-01-28,4151.2378,0.273767211178,1756103057.48,44063200.0,2.509146590931,1633330157.48,93.00878729884
57,2026-01-27,4139.9041,0.176617403472,1317602142.0,8041500.0,0.610313215474,1068177142.0,81.069778801255
58,2026-01-26,4132.6052,-0.086045906978,2540448288.0,14889400.0,0.586093409983,2413985988.0,95.022047856776
59,2026-01-23,4136.1642,0.329604596738,2702199900.0,27022700.0,1.000025941826,2355923200.0,87.185378106187
60,2026-01-22,4122.576,0.136897793021,3413398159.06,20228000.0,0.59260593278,3218877200.0,94.30125200766
61,2026-01-21,4116.94,0.080001964193,1691139500.0,4666000.0,0.275908640298,1637228300.0,96.812137614904
62,2026-01-20,4113.649,-0.008534273006,1025013500.0,2039400.0,0.198963233167,911706600.0,88.945813884403
63,2026-01-19,4114.0001,0.294677163656,1738034700.0,37674500.0,2.167649472131,1606945100.0,92.45759592717
64,2026-01-16,4101.9127,-0.259896340058,5284130300.0,7104500.0,0.134449750416,4455529800.0,84.319075174963
65,2026-01-15,4112.6012,-0.326992129019,2666653500.0,105845900.0,3.969240848127,2361863400.0,88.570314815929
66,2026-01-14,4126.0932,-0.306016888881,2540716076.74,28527200.0,1.122801570044,2073576176.74,81.613848777649
67,2026-01-13,4138.7585,-0.636894888636,2467708294.0,116697400.0,4.728978716153,2151059694.0,87.168313176647
68,2026-01-12,4165.287,1.088746649012,2516529292.69,15145900.0,0.60185669382,2392685292.69,95.078777729322
69,2026-01-09,4120.426,0.917153917135,3879144340.0,0.0,0.0,3684390040.0,94.979452092262
70,2026-01-08,4082.9788,-0.068371406796,1774238438.0,47086000.0,2.653871035117,1426635138.0,80.408309697549
71,2026-01-07,4085.7723,0.051549254552,2137139372.4,9999200.0,0.467877768251,1939019972.4,90.729692103444
72,2026-01-06,4083.6672,1.497495896957,2617411600.0,0.0,0.0,2301127900.0,87.916164962362
73,2026-01-05,4023.4167,1.375127206561,2562493768.8,92523400.0,3.610678048334,2394872468.8,93.458665069125
74,2025-12-31,3968.8401,0.093924114551,1119695200.0,13129600.0,1.172604830315,1070316000.0,95.589942691547
75,2025-12-30,3965.1159,-0.004128334355,2359050100.0,109818800.0,4.655212706165,1847952300.0,78.334593233098
76,2025-12-29,3965.2796,0.040384199638,2333577500.0,52646100.0,2.256025351633,1709351600.0,73.25026059773
77,2025-12-26,3963.6789,0.102479502395,7973044500.0,30362300.0,0.380811871801,7880745600.0,98.842363165037
78,2025-12-25,3959.6211,0.473848037033,1984188400.0,41610000.0,2.097079087853,1793623500.0,90.39582632375
79,2025-12-24,3940.947,0.534911083443,2774036600.0,376863200.0,13.58537230547,2092938800.0,75.447411184121
80,2025-12-23,3919.9786,0.066748970315,1404347800.0,41640400.0,2.965105937432,1131073700.0,80.540853198901
81,2025-12-22,3917.3638,0.691856142513,2667076300.0,9566000.0,0.358669903819,1637131000.0,61.382983306477
82,2025-12-19,3890.4475,0.36314898176,2844871300.0,9380700.0,0.329740751365,2820287300.0,99.135848430121
83,2025-12-18,3876.3705,0.157430571839,3755397296.0,23601800.0,0.628476779944,3674850196.0,97.8551643501
84,2025-12-17,3870.2775,1.188701593404,2164952340.32,53249300.0,2.459606108102,1976717440.32,91.305355942747
85,2025-12-16,3824.8119,-1.114526411334,1613650700.0,88677500.0,5.495458217816,1260976200.0,78.144309669992
86,2025-12-15,3867.9209,-0.550858721558,4088872100.0,3338400.0,0.081645987411,2548949400.0,62.338692374359
87,2025-12-12,3889.3457,0.413808049203,3758387960.0,31040500.0,0.825899303913,1650018260.0,43.902286766585
88,2025-12-11,3873.3176,-0.696793433451,1163848700.0,170658700.0,14.663306321518,946979500.0,81.366203356158
89,2025-12-10,3900.496,-0.230862006236,1521476500.0,3340800.0,0.219576181426,1479060300.0,97.212168574408
90,2025-12-09,3909.5216,-0.370945754439,1766348114.88,45907500.0,2.599006368748,1502714014.88,85.074623864962
91,2025-12-08,3924.0778,0.544997401358,2601293300.0,52174800.0,2.005725382832,2250977700.0,86.533021862625
92,2025-12-05,3902.8076,0.697000534058,2370311084.75,235306200.0,9.927228603617,2095978084.75,88.426287090965
93,2025-12-04,3875.7933,-0.056892734079,1242839500.0,55134300.0,4.436156076468,1057375300.0,85.077381270872
94,2025-12-03,3877.9996,-0.505732645791,1767785000.0,31401000.0,1.776290668831,1435768800.0,81.21851922038
95,2025-12-02,3897.7116,-0.416312585716,1514138800.0,35902100.0,2.371123439938,1332543500.0,88.006693970196
96,2025-12-01,3914.0061,0.65344660883,1987188360.0,20255000.0,1.019279319853,1874631060.0,94.335851484154
97,2025-11-28,3888.5962,0.34415244564,1407955200.0,331680000.0,23.557567740792,996794700.0,70.797330767343
98,2025-11-27,3875.2594,0.286606405222,2335530150.0,13163400.0,0.563615074719,1953273250.0,83.63297086959
99,2025-11-26,3864.1844,-0.150862160295,1570326800.0,7651100.0,0.487229791913,1362840100.0,86.787036940336
100,2025-11-25,3870.0228,0.866805646579,1404823800.0,34340600.0,2.444477378587,1308230000.0,93.124134144083
